"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"14646",14646,"jeremy",1322673135,30681,"30/11/2011 17:12","no",491,0.54,3.9,-87.6,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,-13,3,41,51,623,-309,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.05,0.21,-8,140,3,410,188,509,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.32376149,-50.17851898,-61.26283786,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.5,-0.1,-133,183,-159,-428,419,96,150,24.2,128,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.11,-120,209,-182,-620,556,608,"D"
"14675",14675,"jeremy",1322673135,930684,"30/11/2011 17:12","no",491,-0.04,4.03,-88.4,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.03,0,-1,0,41,42,634,-306,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,-1,0.52,105,71,-116,745,-24,121,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,74.05903932,-45.63069702,-63.36678877,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.51,-0.44,-128,196,-172,-475,364,97,148,26.8,129,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.08,-0.1,-140,235,-177,-623,574,654,"D"
"14687",14687,"jeremy",1322673136,562626,"30/11/2011 17:12","no",492,0.19,5.01,-88.3,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0.02,-19,1,46,44,631,-306,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46,0.67,-0.2,1,163,58,453,161,492,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,75.17628611,-41.03582764,-65.84986996,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.26,-0.79,-118,202,-181,-402,426,112,148,26.6,129,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.02,-126,240,-173,-626,574,645,"D"
"14695",14695,"jeremy",1322673136,998687,"30/11/2011 17:12","yes",492,0.44,5.08,-88.4,5,"-0.616496","14.060354","#DIV/0!","-0.425671","-1.115298","#DIV/0!",-88.3,6,"-0.6",-88.5,4,"-0.6",0.2,2,"0.0000",0.1,0.2,0.2,0,4.9,0.3,0.1,-88.4,0.1,0,-0.02,0.02,0,-14,1,45,42,637,-306,0,0,0,34,19.7169,0,0,0,0,0,0,0,0,0,-2.94,0.96,-0.26,112,13,-318,705,-158,-193,"#DIV/0!","#DIV/0!","4.29129","#DIV/0!","#DIV/0!","1.66571",0,0,34,0,0,11,0,0,23,69.4,-52.1,-62.6,"0.0822","-1.0875","#DIV/0!","0.4850","0.1550","#DIV/0!",-33.6,-57.5,"0.1",-52.1,-72.1,"0.1",18.41,14.54,"0.00",29,0.7669,72.6242,5.2391,27.448,-44.6013,3.928,15.4289,-65.5152,4.3192,18.6559,0.34,-0.08,-0.21,-140,180,-165,-460,377,104,148,27.5,130,"-1.1072","6.6634","#DIV/0!","0.5132","1.3886","#DIV/0!",27.5,130,"-1.1",26.4,128,"-1.1",1.1,2,"0.00",32,0.81129,148,0,0,26.85957,0.34114,0.11637,129.06383,0.32332,0.10453,0.1,-0.1,0.05,-139,225,-177,-625,565,657,"D"
"14729",14729,"jeremy",1322673138,290653,"30/11/2011 17:12","no",494,1.01,5.01,-88.2,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-14,5,43,46,628,-312,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,0.95,-0.79,93,42,-175,755,-99,41,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,66.61721005,-47.60569001,-69.29529782,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.08,-0.26,-132,178,-184,-465,377,110,148,28.6,129,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,0,-131,227,-175,-628,565,657,"D"
"14902",14902,"adelmo",1322832899,944289,"02/12/2011 13:34","no",570,124,-42,166,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,47,46,-158,161,613,-292,-18.1,-13.5,-48.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,-0.56,0.74,6,-71,48,524,72,437,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.18098965,-29.3711202,-108.7675012,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.02,0.05,-51,64,-156,-571,251,7,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.31,0.71,-321,328,42,-697,492,752,"D"
"14958",14958,"adelmo",1322832904,148402,"02/12/2011 13:35","no",573,125,-42.1,166,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.2,48,44,-161,171,602,-303,-60.9,-70.6,42.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,-0.66,0.89,150,-122,-218,723,-47,-226,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.70357921,-19.91898245,-80.44781168,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.19,-0.18,-39,131,-142,-472,395,40,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.59,0.49,-216,428,5,-591,730,717,"D"
"15015",15015,"adelmo",1322832907,852288,"02/12/2011 13:35","no",575,124,-42,166,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.13,47,45,-157,163,612,-304,-6.32,-6.28,-41,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.34,0.94,-85,-79,86,313,130,582,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,58.10481425,-29.3735628,-90.131457,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.14,0,-48,91,-130,-532,320,59,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,-1.78,-1.3,-309,308,4,-703,399,610,"D"
"15062",15062,"adelmo",1322832910,112274,"02/12/2011 13:35","no",578,124,-41.9,166,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.11,-0.1,53,41,-155,167,610,-304,-11.2,-0.09,-47.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.48,0.66,-119,-70,64,208,156,618,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.49320526,-27.58063174,-93.58920634,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.08,-0.13,-46,89,-136,-537,294,58,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,-1.57,0.54,-245,389,-18,-661,571,589,"D"
"15064",15064,"adelmo",1322832910,192303,"02/12/2011 13:35","no",578,124,-42.1,166,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.11,-0.1,44,48,-156,165,610,-287,-10.9,0.11,-48.4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.53,0.75,-122,-66,62,199,153,613,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.28298734,-28.60069642,-92.28185258,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.06,-0.1,-46,87,-130,-539,298,62,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,-1.48,0.34,-308,388,-51,-686,496,560,"D"
"15287",15287,"adelmo",1322832893,704373,"02/12/2011 13:34","no",611,125,-41.4,164,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,48,43,-160,161,601,-309,-13.9,11.5,-55.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,-1.04,1.03,-156,-25,72,149,256,589,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,52.56123589,-32.14178664,-93.6124337,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,-0.31,-51,81,-130,-549,255,73,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.21,-0.05,-327,272,18,-701,502,727,"D"
"15298",15298,"adelmo",1322832892,220391,"02/12/2011 13:34","no",612,125,-41.8,165,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.15,47,44,-160,166,611,-311,-14.2,-3.67,-61.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,-0.14,0.54,-123,-55,44,311,145,561,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,49.17600897,-28.24982823,-99.04399872,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.03,-0.23,-49,83,-147,-554,279,31,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,1.3,0.41,46,373,-39,27,680,540,"D"
"15456",15456,"charles",1322837912,588320,"02/12/2011 14:58","no",739,118,16.6,-1.23,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.11,-0.15,-22,62,-157,20,606,-312,-41.9,-24.7,-21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,-0.75,1.21,91,-89,-30,664,69,238,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,105.0158348,38.09328074,-33.68088778,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.1,0.1,9,21,-8,-420,460,-34,-19.9,51.6,-104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-1.33,0.02,-303,41,19,-661,514,551,"D"
"15479",15479,"charles",1322837914,352272,"02/12/2011 14:58","no",740,118,16.3,-1.91,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.16,-19,61,-159,27,602,-328,-34.5,6.58,-57.2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.12,0.05,1.1,-155,-55,42,287,167,578,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,115.4663826,41.16950992,-5.71973772,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.06,0,7,16,-1,-410,452,-40,40.5,32.5,-33.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,-2.25,0.03,-76,267,23,-254,761,574,"D"
"15500",15500,"charles",1322837929,148280,"02/12/2011 14:58","no",752,119,17.5,-0.65,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.13,-23,63,-160,20,600,-328,-55.1,-32.7,-2.58,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,-0.13,0.64,119,-105,-105,734,-11,44,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,114.6201852,34.4242434,-23.84930069,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0.16,10,27,-7,-362,511,-72,-77,64.3,-133,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-1.89,-0.08,-436,-44,8,-667,121,370,"D"
"15501",15501,"charles",1322837929,172338,"02/12/2011 14:58","no",752,119,17.5,-0.68,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.13,-0.15,-22,63,-160,11,606,-326,-58.1,-34.2,1.4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,-0.16,0.72,129,-118,-101,734,-13,5,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,96.45303579,56.72545372,-19.07973769,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0.13,17,26,-6,-358,506,-77,-80.2,59.7,-136,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-1.88,-0.31,-426,-62,4,-661,71,348,"D"
"15550",15550,"charles",1322837921,72294,"02/12/2011 14:58","no",754,119,16.1,-2.44,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.13,-0.16,-19,62,-163,23,597,-325,-37.9,-2.04,-49,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,-0.74,0.67,-64,-23,73,390,197,508,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,109.225388,41.53224862,-22.37798097,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,23,63.5,-53.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.26,-0.07,-355,188,18,-594,615,536,"D"
"15622",15622,"charles",1322837911,676463,"02/12/2011 14:58","no",757,119,15.8,-0.63,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.13,-0.16,-21,64,-160,24,597,-330,-34.8,19.5,-84.2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35,0.03,0.85,-235,-52,43,-103,280,613,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,114.937712,38.71923135,15.79855795,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.02,-0.36,12,29,5,-434,442,-40,47.3,29.6,-24.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,1.24,-0.3,-94,85,-7,-201,747,524,"D"
"15669",15669,"jeremy",1322673140,810685,"30/11/2011 17:12","no",781,0.37,5.21,-88.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.03,-18,0,43,40,637,-306,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,0.53,-0.1,-14,185,69,405,210,493,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.32637144,-49.49565815,-72.84103715,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.11,-0.34,-137,166,-192,-484,345,103,148,30.5,127,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0.07,-116,237,-177,-605,600,663,"D"
"15705",15705,"jeremy",1322673127,194741,"30/11/2011 17:12","no",783,0.93,4.34,-87.1,4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0,0.03,-13,-1,38,51,630,-307,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.06,0.02,13,108,-23,474,104,496,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.19363387,-51.44494952,-75.02867954,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.21,-0.02,-140,154,-194,-494,348,87,158,40.3,163,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,2.57,0.46,-152,76,-178,-666,153,570,"D"
"15749",15749,"eurico",1322489695,74781,"28/11/2011 14:14","no",798,-13.2,-3.52,-83.1,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,-0.18,-1.03,-14,-3,45,25,620,-354,69.6,-9.07,89.7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.08,1.01,-0.54,-203,181,18,105,178,637,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.50129566,44.41200357,81.41214659,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.4,-0.15,65,81,110,-67,348,424,-178,11.8,35.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,4.46,1.44,61,315,187,358,25,-131,"D"
"15760",15760,"eurico",1322489695,618624,"28/11/2011 14:14","no",798,-22.7,-1.51,-87,9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,0.52,-26,-13,80,-3,658,-241,124,-28.2,-54.8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,-0.11,0.02,132,14,-469,411,-143,-473,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,39.39619592,64.7497933,77.42151224,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,-1.01,0.23,44,28,51,-328,317,330,177,16.3,-69.3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-3.26,-0.13,17,-173,186,200,-748,75,"D"
"15771",15771,"eurico",1322489694,366705,"28/11/2011 14:14","no",799,15.2,-4.37,-76.5,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0.07,12,1,-50,114,374,-612,74,-4.46,74.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,-0.87,0.28,-136,196,-18,153,237,595,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.18329386,-21.53974649,-129.3542609,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,-0.32,0.07,-10,-8,-45,-588,111,137,-177,12.7,94.7,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,-4.5,-0.38,-139,377,215,-657,1210,-583,"D"
"15779",15779,"eurico",1322489694,670652,"28/11/2011 14:14","no",799,10.1,-2.24,-77.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.22,-0.69,1,1,-28,113,429,-577,80.3,15.3,125,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,-0.13,-0.34,-295,173,-94,-556,305,481,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.83081845,-7.338941909,-62.68400078,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,0.16,0.31,-1,-11,-8,-510,169,245,179,3.12,126,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.19,0.16,-75,301,225,-899,1200,-573,"D"
"15799",15799,"eurico",1322489691,214683,"28/11/2011 14:14","no",800,-24.4,-1.94,-86.9,11,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.1,-0.52,-40,-5,96,-7,665,-217,76.4,-40.1,30.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,0.48,-0.85,77,92,-116,697,-67,195,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.85951586,47.72661831,77.53496401,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,-1.06,-0.31,21,25,32,-400,293,302,-175,8.46,64.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,4.17,1.1,37,385,194,83,480,-245,"D"
"15801",15801,"eurico",1322489691,270641,"28/11/2011 14:14","no",800,-26.2,-2.69,-87.4,11,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,-0.11,-0.28,-19,-17,100,-15,669,-184,89.4,-43.7,11.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01,0.03,0.03,124,64,-195,739,-99,52,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.85951586,47.72661831,77.53496401,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,-1.06,-0.31,21,25,32,-400,293,302,-176,11.3,41.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,4.64,1.05,60,340,183,386,-1,-101,"D"
