"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"15038",15038,"adelmo",1322832908,948294,"02/12/2011 13:35","no",576,125,-42,166,17,0.16,0.11,-0.15,46,46,-158,158,606,-294,-50.5,-64.3,22,24,0.85,-0.58,0.72,149,-113,-149,757,-44,-110,65.1258021,-18.0194195,-88.65025376,19,0.1,-0.08,-0.1,-34,115,-147,-498,374,27,0,0,0,50,0.95,2.63,1.02,-345,351,3,-704,480,623,"D"
"15052",15052,"adelmo",1322832909,500313,"02/12/2011 13:35","no",577,124,-41.9,166,18,0.11,0.11,-0.18,46,46,-160,162,608,-304,-17.1,-29,-23.1,6,2.14,-1,0.92,7,-45,43,583,103,380,64.44765474,-23.17797301,-87.21290681,17,0.14,-0.1,-0.02,-39,102,-130,-521,324,45,0,0,0,50,1.01,1.01,0.44,-171,459,-35,-486,760,566,"D"
"15058",15058,"adelmo",1322832909,904288,"02/12/2011 13:35","no",577,124,-41.7,166,17,0.1,0.11,-0.2,48,44,-158,161,605,-303,-13.7,-2.81,-43.1,15,0.82,-0.51,0.67,-94,-81,73,246,146,597,59.49987344,-24.0835316,-91.5814135,17,0.1,0.05,-0.13,-40,94,-133,-538,297,57,0,0,0,55,1.24,-1.04,-0.23,-215,496,-29,-542,719,592,"D"
"15069",15069,"adelmo",1322832910,324306,"02/12/2011 13:35","no",578,124,-42.1,166,17,0.06,0.11,-0.16,49,43,-158,162,606,-302,-8.34,-3.79,-49.5,15,-0.64,-0.32,0.97,-90,-36,116,256,159,594,59.90975655,-27.9442062,-89.21507056,17,0.21,0.08,-0.03,-45,92,-127,-544,295,46,0,0,0,44,0.9,-1.17,-0.02,-340,260,-11,-706,282,530,"D"
"15076",15076,"adelmo",1322832910,728318,"02/12/2011 13:35","no",578,124,-41.9,166,17,0.11,0.11,-0.16,52,43,-157,156,605,-300,-12.3,-32.9,-33.8,10,-2.22,-0.11,0.97,2,-90,36,614,24,362,61.8095956,-23.74616433,-89.51387912,18,0.02,0.31,0.05,-41,101,-136,-512,336,47,0,0,0,42,0.85,0.5,0.13,-392,139,17,-653,48,469,"D"
"15081",15081,"adelmo",1322832910,968372,"02/12/2011 13:35","no",578,124,-41.9,166,18,0.1,0.11,-0.18,45,43,-160,162,607,-300,-36.8,-52.1,-1.9,17,-1.45,-0.11,0.66,84,-108,-92,763,-49,35,77.1250028,-21.1243913,-75.55625476,18,0.05,0.42,0.02,-37,123,-121,-474,383,59,0,0,0,44,0.92,1.33,0.28,-383,205,-3,-673,105,474,"D"
"15085",15085,"adelmo",1322832911,220340,"02/12/2011 13:35","no",579,124,-41.3,165,17,0.03,0.11,-0.25,47,46,-158,158,610,-303,-58,-60.4,23.8,27,0.02,-0.55,0.85,144,-111,-187,761,-75,-123,71.40254571,-22.18555725,-80.81189071,19,0.32,0.19,-0.16,-42,125,-138,-462,406,52,0,0,0,42,0.75,2.01,0.87,-335,247,8,-709,302,567,"D"
"15088",15088,"adelmo",1322832911,380364,"02/12/2011 13:35","no",579,124,-41.4,165,18,0.18,0.1,-0.2,50,44,-160,159,611,-297,-53.8,-60.3,19.4,25,0.64,-0.56,0.89,156,-120,-144,754,-64,-98,78.6773681,-18.4623019,-75.0293677,19,0.16,0.05,-0.1,-35,135,-130,-458,399,51,0,0,0,48,0.93,2.65,0.77,-273,388,-2,-692,493,623,"D"
"15100",15100,"adelmo",1322832912,56373,"02/12/2011 13:35","no",580,125,-41.4,165,17,0.06,0.18,-0.15,49,46,-151,163,601,-296,-18.6,-19.5,-33.7,11,1.78,-0.83,0.84,-17,-47,93,481,119,476,66.87864606,-27.14441151,-82.91213756,18,0.06,-0.16,-0.08,-48,111,-132,-507,343,57,0,0,0,53,1.09,0.61,0.56,-172,484,-41,-433,760,536,"D"
"15118",15118,"adelmo",1322832912,712291,"02/12/2011 13:35","no",580,127,-49.3,169,17,0.31,0.26,0.11,38,39,-160,188,593,-340,-14.6,-20.8,-41.1,12,-1.24,-0.21,0.72,-19,-54,104,474,97,478,55.56499617,-28.89739648,-92.78589949,17,0.14,0.1,-0.03,-47,87,-132,-535,295,55,0,0,0,44,1.17,-1.48,0.05,-317,286,-15,-704,371,556,"D"
"15122",15122,"adelmo",1322832912,904289,"02/12/2011 13:35","no",580,129,-50.1,169,18,0.11,0.22,0.11,43,62,-157,191,595,-358,-17.6,-29.2,-35.6,11,-2.01,0.05,0.34,0,-77,80,568,57,406,59.55499524,-26.86212408,-90.131457,17,0.1,0.18,0.02,-44,93,-130,-534,300,65,0,0,0,43,1.04,-1.25,0.18,-335,256,-11,-701,255,531,"D"
"15129",15129,"adelmo",1322832914,192367,"02/12/2011 13:35","no",581,122,-45.8,171,16,0.24,0.08,-0.38,50,38,-149,177,613,-301,-17.1,-22.3,-33.9,8,1.62,-1,1,6,-61,44,522,123,448,75.44307173,-21.67782371,-77.0082127,18,0.11,-0.11,-0.1,-38,121,-123,-504,348,84,0,0,0,51,1.01,1.53,0.67,-181,465,-11,-530,747,616,"D"
"15152",15152,"adelmo",1322832913,496316,"02/12/2011 13:35","no",605,123,-45.2,172,18,0.14,0.13,-0.2,36,55,-160,145,619,-332,-80.5,-59.7,42.7,30,0.26,-0.55,0.77,144,-130,-224,724,-88,-226,65.41416631,-19.87953773,-87.66563899,19,0.31,0.37,-0.21,-37,114,-144,-464,390,53,0,0,0,45,1.01,1.28,0.52,-394,204,11,-659,72,475,"D"
"15156",15156,"adelmo",1322832913,660352,"02/12/2011 13:35","no",605,123,-45.9,173,17,0.19,0.16,-0.05,39,52,-156,156,620,-335,-69.3,-60.9,32.5,27,1.01,-0.67,0.94,153,-120,-184,733,-80,-185,73.13760691,-15.23832406,-81.62933957,20,0.19,0.16,-0.1,-30,132,-144,-460,417,41,0,0,0,42,0.83,1.67,0.64,-357,200,8,-688,180,524,"D"
"15181",15181,"adelmo",1322832905,660400,"02/12/2011 13:35","no",606,124,-42.4,166,17,0.13,0.11,-0.15,47,45,-157,165,603,-303,-8.13,-33.5,-31.8,9,-1.73,0.08,0.54,2,-81,36,609,57,355,66.5504606,-23.8860201,-84.833479,18,0.05,0.24,0.02,-41,107,-130,-499,351,53,0,0,0,44,1.14,-2.06,-0.31,-301,303,-6,-711,333,618,"D"
"15184",15184,"adelmo",1322832905,804291,"02/12/2011 13:35","no",606,124,-42.4,166,17,0.1,0.11,-0.16,49,43,-158,163,611,-304,-19.5,-47.6,-17.9,13,-1.86,-0.19,0.77,57,-116,-24,717,-28,168,66.46047392,-23.47841217,-85.10907155,19,0.24,0.26,-0.1,-43,114,-139,-485,375,48,0,0,0,37,1.25,-1.69,-0.15,-331,135,20,-640,41,502,"D"
"15185",15185,"adelmo",1322832905,864269,"02/12/2011 13:35","no",606,124,-42.3,166,18,0.1,0.11,-0.15,49,45,-159,164,602,-310,-23.8,-51.4,-12.5,16,-1.77,-0.27,0.74,78,-118,-63,740,-32,119,71.42869952,-21.27422539,-81.17014012,19,0.27,0.27,-0.15,-39,121,-134,-485,372,49,0,0,0,39,1.14,-1.43,0,-367,100,21,-615,-28,469,"D"
"15193",15193,"adelmo",1322832902,284292,"02/12/2011 13:35","no",607,124,-42,166,17,0.1,0.11,-0.18,49,44,-158,164,602,-295,-12.1,-38.6,-10.2,9,2.5,-1.22,0.51,73,-55,8,718,30,176,63.88651442,-30.27459516,-84.10686706,18,0.18,-0.11,-0.16,-52,104,-130,-522,322,64,0,0,0,34,1.16,0.5,0.64,104,312,-57,155,566,440,"D"
"15194",15194,"adelmo",1322832902,368475,"02/12/2011 13:35","no",607,124,-42,166,18,0.13,0.11,-0.2,51,48,-160,160,608,-299,-9.93,-29.3,-16,9,1.94,-1.03,0.59,64,-48,35,659,62,288,64.3747793,-30.47960843,-83.51843491,17,0.1,-0.03,-0.02,-51,102,-126,-524,314,68,0,0,0,33,1.11,0.24,0.56,72,314,-60,143,577,434,"D"
"15195",15195,"adelmo",1322832902,392269,"02/12/2011 13:35","no",607,124,-42,166,18,0.13,0.11,-0.21,51,43,-162,164,615,-294,-9.36,-27.6,-17.1,8,1.83,-1.04,0.67,53,-47,38,647,74,303,64.82684848,-25.48236894,-85.75233577,17,0.08,0,-0.02,-43,103,-129,-517,311,81,0,0,0,33,1.12,0.24,0.52,64,312,-56,136,586,448,"D"
"15197",15197,"adelmo",1322832902,460407,"02/12/2011 13:35","no",607,124,-42,166,18,0.08,0.13,-0.11,47,46,-160,166,611,-302,-7.42,-20,-22,7,1.38,-0.85,0.67,25,-31,50,573,107,382,64.19513313,-25.42080332,-86.39665369,17,0.08,0.1,-0.07,-42,100,-127,-525,318,70,0,0,0,32,1,0.27,0.51,54,303,-56,115,603,458,"D"
"15199",15199,"adelmo",1322832902,488369,"02/12/2011 13:35","no",607,125,-42,165,17,0.08,0.11,-0.11,50,42,-156,164,609,-303,-7.47,-17.7,-23.1,8,1.19,-0.69,0.39,29,-50,59,547,108,400,58.53822154,-30.90935864,-88.83123692,16,0.11,0.05,-0.03,-49,89,-125,-529,309,72,0,0,0,32,0.95,0.53,0.51,51,301,-54,120,600,448,"D"
"15205",15205,"adelmo",1322832902,725082,"02/12/2011 13:35","no",607,125,-41.7,165,17,0.06,0.11,-0.23,48,41,-159,158,606,-302,-7.25,-10.2,-26.7,8,0.47,-0.48,0.56,-17,-53,53,472,107,480,62.64462809,-28.50131658,-86.29400238,17,0.14,0.06,-0.02,-47,98,-127,-526,318,67,0,0,0,34,0.92,1.03,0.57,98,311,-65,161,565,398,"D"
"15225",15225,"adelmo",1322832900,580392,"02/12/2011 13:35","no",608,124,-41.8,165,17,0.1,0.11,-0.18,49,45,-157,165,610,-281,-12.9,-3.11,-39.6,10,0.88,-0.56,0.94,-24,-84,52,440,80,503,43.44889038,-32.8811185,-101.15592,18,0.06,0.1,0.07,-56,73,-147,-577,241,19,0,0,0,43,0.9,0.96,0.72,-312,283,29,-709,479,757,"D"
"15230",15230,"adelmo",1322832900,725735,"02/12/2011 13:35","no",608,124,-41.8,165,17,0.14,0.11,-0.15,53,42,-155,163,603,-305,-10,0.81,-40.4,9,0.71,-0.64,1.02,-39,-70,43,391,108,529,36.91586255,-33.71105153,-105.9289523,17,0.08,0.19,0.07,-55,60,-145,-573,257,15,0,0,0,44,0.98,1.96,0.75,-283,325,25,-691,566,782,"D"
"15231",15231,"adelmo",1322832900,732317,"02/12/2011 13:35","no",608,124,-41.9,165,17,0.14,0.1,-0.15,49,44,-156,164,604,-305,-9.18,1.99,-40.7,10,0.85,-0.66,1.03,-49,-71,54,376,121,537,43.20177555,-27.25278727,-104.9783491,17,0.03,0.24,-0.02,-45,70,-145,-556,253,12,0,0,0,45,0.82,2.09,0.71,-281,338,22,-679,599,783,"D"
"15249",15249,"adelmo",1322832898,784299,"02/12/2011 13:34","no",609,124,-41.9,166,17,0.11,0.11,-0.18,48,43,-158,159,608,-297,-15.3,31.9,-90.6,28,-1.08,0.06,0.38,-268,-20,36,-253,306,584,36.10558944,-26.27650172,-111.688907,20,0.31,0.14,-0.11,-50,68,-173,-617,124,-10,0,0,0,47,1.61,-1.35,0.67,30,463,-15,-41,719,536,"D"
"15268",15268,"adelmo",1322832895,796314,"02/12/2011 13:34","no",610,125,-41.8,165,18,0.08,0.13,-0.2,49,43,-160,161,610,-303,-28.1,-36.6,-28.1,14,-0.06,-0.45,0.61,102,-76,-43,722,21,163,60.79785335,-25.2223275,-89.77829548,18,0.16,0.06,-0.16,-45,103,-141,-526,319,27,0,0,0,43,1.41,-0.71,0.44,-45,420,-3,-242,790,585,"D"
"15279",15279,"adelmo",1322832893,156370,"02/12/2011 13:34","no",611,126,-41.6,164,18,0.1,0.11,-0.16,48,45,-160,156,603,-293,-25.3,-28.6,-29.2,11,1.28,-0.79,1.02,37,-90,-50,648,37,316,44.81905922,-27.040802,-103.6711753,17,0.08,0.08,-0.16,-45,73,-145,-568,249,54,0,0,0,46,1.45,-1.35,0.43,-172,416,-7,-564,743,744,"D"
"15285",15285,"adelmo",1322832893,672334,"02/12/2011 13:34","no",611,126,-41.5,164,18,0.13,0.11,-0.2,43,46,-162,159,603,-306,-17.5,-2.2,-45.1,10,2.28,-1.08,1.25,-83,-41,42,363,169,532,51.50096378,-28.07283612,-97.02197563,17,-0.03,0.24,0.11,-45,80,-134,-553,262,68,0,0,0,43,1.04,-0.47,0.15,-263,331,23,-682,574,745,"D"
"15296",15296,"adelmo",1322832892,52292,"02/12/2011 13:34","no",612,125,-41.8,165,18,0.11,0.11,-0.15,50,43,-160,165,609,-293,-14.2,9.39,-69.3,19,-1.61,0.06,0.2,-167,-56,59,125,190,621,53.21033306,-26.53264276,-96.29432476,18,0.19,0.11,-0.1,-46,89,-144,-551,280,32,0,0,0,39,0.77,1.4,0.69,15,381,-32,-54,726,584,"D"
"15333",15333,"charles",1322837905,704324,"02/12/2011 14:58","no",734,119,14.6,4.31,17,0.14,0.02,-0.05,-28,54,-153,34,604,-323,-39.5,22.1,-83.9,28,1.36,-0.82,1.3,-262,-73,15,-175,238,626,-99.38208909,43.24077756,35.67333885,6,0.29,0.02,-0.13,24,-48,20,-488,385,-14,-43.3,42.8,-138,45,-0.22,0.95,-0.11,-434,-54,-2,-677,209,426,"D"
"15361",15361,"charles",1322837907,664321,"02/12/2011 14:58","no",735,120,15.2,1.73,18,0.08,0.14,-0.18,-20,64,-160,32,596,-327,-40.2,-16.5,-35.1,9,1.64,-0.9,0.75,17,-82,14,571,87,393,-132.2507807,-12.67742325,-21.23164272,2,0.32,-0.06,-0.44,-3,-23,-5,-511,342,-18,-6.64,48.7,-91.2,27,0.51,-1.78,-0.62,-254,78,44,-633,628,707,"D"
"15417",15417,"charles",1322837910,292289,"02/12/2011 14:58","no",738,118,16.3,-0.43,18,0.13,0.1,-0.2,-23,62,-159,19,605,-328,-42.8,-18.1,-28.8,11,1.59,-1,1.16,43,-95,0,601,54,360,102.4420088,51.54547744,16.5058661,3,-0.22,-0.06,0.3,15,26,5,-405,465,-33,-39.4,48.4,-126,39,0.06,-0.53,-0.15,-377,-36,25,-694,334,503,"D"
"15423",15423,"charles",1322837910,580733,"02/12/2011 14:58","no",738,119,15.8,0.06,18,0.22,0.11,-0.13,-21,63,-161,30,604,-328,-32.3,-2.59,-48.9,11,1.93,-1.08,0.82,-80,-49,45,383,164,518,118.0322923,38.79571974,4.204552227,2,-0.19,-0.03,0.26,9,22,1,-407,469,-40,-44.1,47.3,-133,44,-0.1,-0.03,-0.25,-430,-45,5,-685,276,447,"D"
"15427",15427,"charles",1322837910,634424,"02/12/2011 14:58","no",738,119,15.6,0.41,18,0.14,0.11,-0.15,-24,63,-161,26,605,-334,-31.6,3.78,-57.1,14,1.86,-1.11,1,-117,-41,49,252,221,586,118.0322923,38.79571974,4.204552227,2,-0.19,-0.03,0.26,9,22,1,-407,469,-40,-43.1,47.9,-129,41,-0.18,0.5,-0.1,-394,-58,19,-691,302,479,"D"
"15429",15429,"charles",1322837910,684327,"02/12/2011 14:58","no",738,119,15.6,0.34,18,0.1,0.11,-0.16,-21,63,-159,28,598,-336,-32,8.98,-64,18,1.83,-1.08,0.85,-161,-42,50,148,243,610,105.0682605,46.8150535,-20.97987229,3,-0.14,-0.03,0.23,13,25,-6,-404,468,-31,-39,49.9,-125,40,-0.1,0.82,0.33,-390,-24,14,-689,337,485,"D"
"15454",15454,"charles",1322837912,568312,"02/12/2011 14:58","no",739,118,16.7,-1.36,18,0.14,0.11,-0.2,-19,62,-160,16,602,-331,-44.1,-25,-18.2,14,0.74,-0.51,0.46,87,-100,-47,688,50,210,129.1544765,16.09037358,-22.62189975,3,-0.19,-0.1,0.05,5,30,-7,-415,459,-37,-5.74,51.4,-87.1,26,0.34,-1.93,-0.21,-249,54,21,-625,605,595,"D"
"15457",15457,"charles",1322837912,632307,"02/12/2011 14:58","no",739,118,16.5,-1.13,18,0.18,0.13,-0.15,-22,62,-160,19,606,-318,-40.5,-24.5,-22.5,12,0.85,-0.79,1.07,72,-89,-35,660,76,251,105.0158348,38.09328074,-33.68088778,2,-0.16,-0.1,0.1,9,21,-8,-420,460,-34,-24.4,50.9,-110,35,0.27,-1.45,0.07,-338,22,12,-674,459,527,"D"
"15459",15459,"charles",1322837912,692292,"02/12/2011 14:58","no",739,118,16.4,-0.94,17,0.18,0.13,-0.11,-23,58,-157,18,603,-325,-39.8,-23.8,-24.1,10,1.03,-0.75,0.8,61,-75,-28,644,85,266,105.0158348,38.09328074,-33.68088778,2,-0.16,-0.1,0.1,9,21,-8,-420,460,-34,-27.9,50.2,-115,35,0.21,-1.16,0,-338,20,11,-678,429,513,"D"
"15476",15476,"charles",1322837914,336374,"02/12/2011 14:58","no",740,118,16.3,-1.94,18,0.08,0.11,-0.16,-21,62,-161,24,600,-312,-36.3,12.4,-64.3,19,-2.1,0.1,0.52,-173,-66,43,194,188,612,131.2247813,25.49518455,4.204552227,2,-0.03,0.18,0.02,6,23,1,-421,448,-36,41.2,26.4,-29.7,21,0.61,-1.03,0.33,-95,177,42,-190,761,595,"D"
"15479",15479,"charles",1322837914,352272,"02/12/2011 14:58","no",740,118,16.3,-1.91,17,0.1,0.11,-0.16,-19,61,-159,27,602,-328,-34.5,6.58,-57.2,17,-2.12,0.05,1.1,-155,-55,42,287,167,578,115.4663826,41.16950992,-5.71973772,2,-0.03,0.06,0,7,16,-1,-410,452,-40,40.5,32.5,-33.5,28,0.74,-2.25,0.03,-76,267,23,-254,761,574,"D"
"15495",15495,"charles",1322837914,956297,"02/12/2011 14:58","no",740,118,16.4,-2.12,18,0.13,0.11,-0.15,-21,62,-160,20,599,-332,-42.7,-16.9,-20,15,0.05,-0.4,0.82,88,-118,-33,668,15,260,105.5329786,37.61688106,-33.49166014,5,0.02,0.43,0.05,19,45,-17,-369,500,-38,-23.7,53,-109,37,-0.18,-0.05,0.13,-359,54,40,-681,462,539,"D"
"15502",15502,"charles",1322837929,188366,"02/12/2011 14:58","no",752,119,17.5,-0.69,18,0.1,0.11,-0.15,-21,63,-160,18,595,-335,-60.5,-35.2,5.04,20,-0.85,-0.16,0.84,130,-107,-109,741,-19,-11,64.18410099,92.43478821,-6.656816378,3,-0.1,-0.1,0.18,24,18,-2,-360,506,-91,-83,55.1,-138,43,0.08,-1.88,-0.57,-415,-95,6,-635,2,315,"D"
"15504",15504,"charles",1322837929,428296,"02/12/2011 14:58","no",752,119,17.5,-0.75,18,0.11,0.11,-0.2,-22,63,-163,16,593,-333,-68,-37.3,16.4,26,-0.93,-0.16,0.74,162,-125,-150,719,-42,-134,99.42375737,18.73934092,-53.78853341,2,-0.02,-0.16,-0.05,4,18,-11,-381,499,-87,-89.9,44.2,-139,46,0.13,-1.2,-0.69,-402,-194,13,-570,-155,248,"D"
"15516",15516,"charles",1322837922,12372,"02/12/2011 14:58","no",753,118,16.3,-1.8,18,0.08,0.11,-0.18,-18,62,-161,22,596,-330,-48.8,-21.3,-9.96,13,-1.48,0.05,0.48,71,-96,-55,712,11,133,131.8589368,6.055976348,24.45203938,2,-0.02,0.22,0.11,1,16,4,-401,476,-29,-68.2,43.2,-148,43,-0.19,-1.41,-0.56,-405,-110,-5,-631,-18,284,"D"
"15521",15521,"charles",1322837922,148303,"02/12/2011 14:58","no",753,118,16.4,-2.01,17,0.11,0.11,-0.16,-18,61,-159,22,603,-327,-59.4,-28.7,5.92,22,-1.41,-0.24,0.72,119,-128,-128,743,-38,-19,131.8589368,6.055976348,24.45203938,2,-0.02,0.22,0.11,1,16,4,-401,476,-29,-74.5,31.9,-153,50,0.31,-1.32,-0.1,-450,-181,-12,-553,-187,204,"D"
"15536",15536,"charles",1322837922,656416,"02/12/2011 14:58","no",753,119,15.9,-1.03,18,0.16,0.11,-0.13,-25,64,-161,28,593,-334,-64,-28.7,13.6,27,1.35,-0.8,0.74,147,-144,-171,726,-62,-108,100.6853685,53.18080969,16.98462881,1,0.06,0.08,-0.08,3,5,1,-388,488,-53,-78,20.5,-162,51,-0.1,1.04,0.11,-431,-250,-14,-463,-312,170,"D"
"15545",15545,"charles",1322837922,856378,"02/12/2011 14:58","no",753,119,15.9,-0.86,18,0.13,0.11,-0.13,-18,62,-167,23,600,-338,-52.8,-25.7,-10.5,15,1.78,-1.09,0.92,101,-98,-56,717,15,140,129.0865174,-8.748194753,-26.52092593,1,0.13,0.19,-0.05,-1,11,-3,-385,494,-36,-70.5,43.5,-148,48,-0.58,1.93,-0.46,-451,-128,7,-632,-2,340,"D"
"15550",15550,"charles",1322837921,72294,"02/12/2011 14:58","no",754,119,16.1,-2.44,18,0.14,0.13,-0.16,-19,62,-163,23,597,-325,-37.9,-2.04,-49,10,1.14,-0.74,0.67,-64,-23,73,390,197,508,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,23,63.5,-53.3,41,-0.14,0.26,-0.07,-355,188,18,-594,615,536,"D"
"15553",15553,"charles",1322837921,172376,"02/12/2011 14:58","no",754,119,16,-2.06,18,0.14,0.11,-0.2,-19,62,-165,26,596,-337,-38.9,0.05,-51.4,13,0.39,-0.53,0.79,-55,-26,108,358,198,528,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,16.9,63.4,-56.7,34,-0.05,-0.51,-0.28,-312,118,41,-608,613,576,"D"
"15554",15554,"charles",1322837921,196315,"02/12/2011 14:58","no",754,119,16,-2.01,18,0.14,0.1,-0.2,-19,60,-166,26,591,-333,-38.8,0,-51.3,12,0.16,-0.48,0.87,-48,-29,106,359,189,526,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,15.4,63.8,-58.1,34,0.13,-0.61,-0.16,-309,118,35,-611,601,575,"D"
"15555",15555,"charles",1322837921,220330,"02/12/2011 14:58","no",754,119,16,-1.98,18,0.13,0.11,-0.18,-20,60,-165,21,602,-333,-38.7,-0.18,-51.1,12,-0.03,-0.43,0.92,-41,-31,111,360,199,515,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,13.4,64.5,-60,35,0.27,-0.72,-0.1,-318,110,35,-623,594,574,"D"
"15600",15600,"charles",1322837913,468276,"02/12/2011 14:58","no",756,118,16.8,-2,18,0.06,0.13,-0.15,-22,63,-162,12,599,-325,-38.1,20.9,-77.2,26,2.04,-1.03,1.23,-242,-55,31,-75,253,625,67.77728731,-13.98015493,-87.32277888,1,0,-0.21,-0.03,-2,9,-11,-421,459,-51,-44,43.2,-129,40,0,0.95,0.34,-382,-82,19,-687,269,491,"D"
"15606",15606,"charles",1322837913,828371,"02/12/2011 14:58","no",756,118,16.5,-1.88,18,0.14,0.14,-0.18,-24,62,-162,17,599,-333,-41.6,35,-103,31,0.37,-0.4,0.66,-297,-50,-22,-392,364,546,124.9045772,0,-32.17505544,1,0.02,-0.1,-0.2,0,12,-4,-443,435,-36,4.58,46.9,-68.3,23,-0.51,1.65,0.59,-218,38,53,-577,701,734,"D"
"15610",15610,"charles",1322837911,386,"02/12/2011 14:58","no",757,119,15.9,-0.43,18,0.06,0.11,-0.16,-20,63,-162,26,598,-330,-35.6,19.3,-82.7,24,1.16,-0.96,0.77,-225,-36,38,-115,288,612,131.8242051,25.25542758,0,3,0.03,-0.1,-0.05,8,31,0,-415,457,-47,-19.8,54.1,-101,38,-0.27,0.98,0.1,-368,7,30,-671,510,575,"D"
"15611",15611,"charles",1322837911,196354,"02/12/2011 14:58","no",757,119,16.1,-0.89,18,0.08,0.11,-0.16,-19,64,-160,16,597,-334,-38.8,23.2,-90.1,27,0.82,-0.74,0.89,-256,-59,2,-218,278,607,95.53166181,42.05343353,-42.05343353,1,0.05,-0.18,-0.11,4,8,-4,-422,458,-50,3.81,55.4,-77.2,26,-0.14,1.67,0.67,-239,99,20,-600,622,574,"D"
"15613",15613,"charles",1322837911,212323,"02/12/2011 14:58","no",757,119,16.2,-1.01,18,0.1,0.11,-0.18,-21,62,-160,21,595,-335,-39.3,24.4,-92.4,28,0.74,-0.64,0.82,-269,-51,-9,-239,293,595,121.4629689,11.04882324,-33.71413291,2,0.1,-0.16,-0.23,2,17,-6,-423,452,-44,13,52.8,-67.2,31,-0.79,2.33,0.02,-284,112,0,-558,679,584,"D"
"15617",15617,"charles",1322837911,432342,"02/12/2011 14:58","no",757,118,16.1,-1.06,18,0.13,0.11,-0.18,-21,63,-160,20,599,-332,-40.2,26.8,-96.1,29,0.19,-0.43,0.8,-275,-58,9,-278,292,593,124.491337,32.12885893,-5.265590826,2,-0.03,0.08,-0.07,6,18,-1,-421,446,-43,31.8,41.7,-42.3,19,-0.16,1.53,0.59,-149,98,35,-404,773,632,"D"
"15630",15630,"charles",1322837911,972393,"02/12/2011 14:58","no",757,118,15.9,-0.46,18,0.1,0.11,-0.16,-22,64,-163,28,606,-332,-30.3,0.71,-59.1,13,-1.72,0.27,0.85,-109,-38,47,324,225,531,106.8344896,-13.8825168,-47.94210856,2,0.32,0.13,-0.23,-3,19,-10,-421,454,-24,48.2,15.5,-17.3,14,-0.05,0.4,-0.1,-59,120,3,-33,683,477,"D"
"15656",15656,"jeremy",1322673140,94689,"30/11/2011 17:12","no",781,-0.29,5.48,-88.9,4,0.03,-0.02,0,-14,0,39,39,637,-293,0,0,0,23,2.01,-1.06,0.71,136,26,-181,757,-94,-3,62.45438651,-48.91436779,-72.25488074,29,0.4,0.14,-0.43,-135,168,-190,-496,351,92,149,29.1,124,37,0.02,0.24,0.05,-141,279,-179,-597,614,648,"D"
"15658",15658,"jeremy",1322673140,110626,"30/11/2011 17:12","no",781,-0.22,5.5,-88.9,5,0.02,0.02,0.03,-18,1,43,34,642,-301,0,0,0,20,2.33,-1.22,0.43,108,89,-131,743,-36,93,60.08248603,-47.79764646,-75.42030616,29,0.37,0.1,-0.43,-131,161,-195,-491,342,92,148,29.1,124,35,-0.08,0.11,-0.2,-121,267,-176,-599,613,658,"D"
"15667",15667,"jeremy",1322673140,706817,"30/11/2011 17:12","no",781,0.4,5.03,-88.9,5,0.03,0,-0.02,-14,0,47,41,631,-302,0,0,0,20,0,0.03,-0.3,-16,186,53,349,248,517,61.98140777,-50.13527147,-71.67687389,30,0.32,0.18,-0.34,-139,168,-190,-486,345,104,149,30.3,127,34,-0.05,0.03,-0.08,-125,245,-181,-611,604,663,"D"
"15711",15711,"jeremy",1322673127,450641,"30/11/2011 17:12","no",783,1.02,3.3,-87.1,4,-0.03,-0.02,-0.02,-13,0,37,50,626,-312,0,0,0,11,0.06,-0.05,0.08,5,106,-31,472,113,487,67.55677983,-48.04837391,-67.99306395,30,0.14,0.67,-0.31,-136,184,-185,-461,387,91,144,28.1,122,35,-0.13,0.88,0.57,-142,284,-125,-640,588,750,"D"
